DATE,CORAL_NUM,GENOTYPE,RUN_NUM,CHAMBER,Temp.C,R,R_uncorr,NP,NP_uncorr,GP,GP_uncorr
5/31/24,82,A,1,5,28.28980645,1.0077138167897701,1.0439571972613575,2.1214194036312315,2.0719227554241697,3.129133220421002,3.1158799526855274
5/31/24,94,B,1,1,28.27129032,0.5522205850905099,0.5767951576593382,0.7294439258455627,0.6958830670776628,1.2816645109360727,1.272678224737001
5/31/24,29,C,1,8,28.36370968,2.391187290038035,2.5086782874906026,2.854589352944554,2.694134933606781,5.245776642982589,5.202813221097383
5/31/24,91,G,1,4,28.24867742,2.0059368767638355,2.089127770554046,2.1496084503664177,2.0359967963102217,4.155545327130254,4.125124566864267
5/31/24,75,H,1,6,28.30880645,1.1699737290867394,1.2387400051119795,1.0378007107217748,0.94388838442541,2.207774439808514,2.1826283895373892
5/31/24,48,I,1,7,28.28077419,1.045156282282461,1.0755568514231226,0.41200015659828343,0.37048288485180814,1.4571564388807443,1.4460397362749307
5/31/24,105,J,1,9,28.16248387,1.801805544193086,1.8488962947378542,1.8943910459431619,1.8300804247154283,3.696196590136248,3.6789767194532823
5/31/24,99,K,1,10,28.26683871,1.4146140815992916,1.457266873185108,2.0232398322861975,1.9649900169350245,3.437853913885489,3.4222568901201322
6/1/24,143,Q,1,1,27.9495,1.050418120879769,1.0901215284120616,2.116956368838456,2.062734451079209,3.1673744897182248,3.1528559794912705
6/5/24,150,H,1,3,27.29245161,1.0623861364836376,1.0890562556548538,NA,NA,NA,NA
6/5/24,163,O,1,1,27.45383871,1.6627992883717306,1.7272455444743366,1.6459529874938708,1.5579404007796276,3.3087522758656016,3.2851859452539642
6/5/24,205,X,1,4,27.30132258,1.0327244130782667,1.099117092136812,0.8724754602123658,0.7818046939613711,1.9051998732906323,1.8809217860981833
5/31/24,55,D,2,2,28.44347059,1.6144625100007395,1.7924625326160775,3.221180851757835,3.0876445731814237,4.835643361758574,4.880107105797501
5/31/24,34,E,2,1,28.42179412,1.646672019549605,1.7978981393496833,2.900944026503755,2.787493629335587,4.54761604605336,4.5853917686852705
5/31/24,31,F,2,3,28.34955882,1.901386267746541,2.084700554138386,1.784301950107831,1.6467788910936343,3.6856882178543717,3.7314794452320204
6/1/24,12,T,2,9,27.97396875,1.4685359071366688,1.5933111044594148,2.9589297378279262,2.8653229210179987,4.427465644964595,4.458634025477414
6/1/24,121,P,2,3,28.3199375,2.3009642386963938,2.5647074706780035,1.7992129312517384,1.6013517783088036,4.100177169948132,4.166059248986807
6/1/24,144,V,2,10,28.2128125,1.449307603354455,1.566512178991296,3.2066123561561817,3.118685047874353,4.655919959510637,4.6851972268656485
6/1/24,157,W,2,1,28.34690625,1.4969691076193756,1.7405351562700635,2.6870862552239436,2.5043621002126777,4.184055362843319,4.244897256482741
6/1/24,22,N,2,5,28.28684375,1.658893487634935,1.8105197282426706,2.0571428402008567,1.9433922709155709,3.7160363278357917,3.7539119991582415
6/1/24,35,R,2,2,28.40765625,1.4174958831318967,1.5662361373850813,1.812968162626526,1.7013826710313806,3.2304640457584224,3.267618808416462
6/1/24,57,Q,2,8,28.146875,1.916734954800692,2.098306808324803,NA,NA,NA,NA
6/1/24,67,U,2,6,28.26990625,1.322474425402555,1.4243327568682,NA,NA,NA,NA
6/1/24,83,S,2,7,28.10078125,1.7623937967400407,1.9389315868434345,2.7553345347395966,2.6228952284286353,4.5177283314796375,4.56182681527207
6/5/24,152,E,NA,NA,NA,NA,NA,3.344595736238158,3.230366529170234,NA,NA
