TREATMENT,TANK_NUM,TA_mean,TA_se,deltaTA_mean,deltaTA_se,pH_mean,pH_se,deltapH_mean,deltapH_se,DOC_mean,DOC_se,deltaDOC_mean,deltaDOC_se,NEC_mean,NEC_se,NEP_mean,NEP_se
Algae_Dom,1,2359.537754,4.9042144095435924,-22.68619099999978,6.65328627469763,7.97458744250062,0.01709501060042029,-0.05052295534893575,0.01761634204590694,120.762112125,4.437668586536617,-72.0183712425,47.58252890791301,-0.9514901113836972,0.365335720267204,-1.0550980751719794,0.2163807801061306
Algae_Dom,4,2342.82072975,6.830105062722326,18.102350666666858,8.710710691240681,7.965119559201516,0.02393546727581252,-0.08460986102119661,0.02772111117280536,132.834680725,6.290338138961352,30.744808083333336,2.5272036869993246,-0.02884848742222187,0.018928341229629553,0.04274528933666873,0.22152015174311024
Algae_Dom,13,2365.14593275,3.925924162830687,-26.12809099999989,8.234002330036114,8.004975406573127,0.008540632680360186,-0.029809244486654007,0.012295547050654285,99.24622768,6.595345023607482,-93.53425568749999,47.005598187010754,-1.3930512575096237,0.5368874008553058,0.2210597144518646,0.27109766102932664
Algae_Dom,14,2368.0783275,5.492921820004223,-24.95805766666657,7.899253596553779,8.005641093047945,0.010446727456284497,-0.019702794175048666,0.010097659442619436,101.5795637875,5.789695070984772,-91.20091958,46.424868785515685,-1.51188262377283,0.6050872116069081,0.35342429285627347,0.31938723137457015
Control,3,2365.347022,5.912014839664187,-0.7346469999999183,5.038363083299639,8.034417594635233,0.00662977749939447,-0.005011361155390803,0.00430633056189914,130.3160931775,6.264129024221018,21.586307786666666,15.668831755421959,0.006650930144197598,0.009603382523459176,-0.012204433354655818,0.018596048987986905
Control,8,2355.69597275,7.381761623717021,-12.896504666666562,4.7495886507855145,8.043968857779143,0.006632259761505291,0.01227292117935741,0.005706403397622616,84.20431596666667,2.528458348970367,-143.27194935333333,49.78405095453829,-0.42212381816098676,0.17174784321157105,0.6487758309402872,0.2581794389872315
Control,11,2361.36614825,5.389639741442145,-18.379016333333162,8.00665885593149,8.043351839863247,0.006567683103335076,0.01116991343416951,0.00530327553706443,132.6143910425,13.528969279101917,-60.166092324999994,50.96470366290277,-0.37213862590567653,0.13124454434544847,0.28348664170567184,0.06820045997406411
Control,15,2361.633129,4.209422033367675,-20.78065,8.311958101763901,8.044021544434425,0.0067983748505720835,0.01026752398301119,0.0060072683932697,127.5980306525,16.60267425041185,-67.7896765525,50.90088154326709,-0.7097951459654316,0.30886546128250847,0.6718337529961227,0.2398918264697657
Coral_Dom,6,2338.1995075,3.0889985783069007,15.404466666666849,3.8883605517930975,7.987167704132765,0.012317645669852396,-0.04936900926201937,0.00957889983810968,79.46143855,2.1061175858521044,-34.84115552666667,8.578346905493765,0.14944371634568202,0.023513025304780548,-0.5501099812308174,0.07530292061625632
Coral_Dom,7,2363.0248725,7.086508737669529,6.180728333333567,5.488527415595611,7.976274723140909,0.00802973477225108,-0.05758066760208369,0.007180283433576097,89.4873945625,2.6865639666177006,-26.496512833333334,7.488976555933258,-0.02634472994444341,5.84159648148106e-4,-0.31834285782376326,0.08024170664455198
Coral_Dom,9,2343.282553,2.538726513895703,-9.364602333333247,14.412311628150123,7.993654383037848,0.008893579898652785,-0.04319414720785225,0.0119605623764476,102.188569355,7.1907303305257075,-90.59191401250001,40.31253764500578,-1.1082764815481445,0.5086860723130202,-0.17046546278056168,0.06287818951066061
Coral_Dom,16,2344.5629074999997,3.345840239448143,-4.3719119999997655,11.25512351790537,8.003554094046667,0.013230116502352363,-0.027786888115299963,0.012996800601392498,92.8706625375,3.310467379512273,-102.5170446675,44.016629226846035,-0.3570896529856749,0.2014073833119887,-0.08387694792717115,0.0754010691895973
Rubble_Dom,2,2351.28212075,5.536360634558216,16.050481333333362,2.974680720449459,7.985973219534694,0.010790852687672705,-0.055951387489970694,0.01112780823698217,163.7840518,10.236063776556298,76.75655872499999,8.933700774999998,0.07369533487604923,0.007179182796158882,-0.013657614625553389,0.08237592073193167
Rubble_Dom,5,2350.71839,4.843169284650783,15.678468333333663,2.3788312609814675,7.992180003456418,0.009508575422996192,-0.05248681783827486,0.010239786812012973,89.966654725,4.156335861642448,-25.16367351666667,9.35265344792548,0.09400706542716399,0.009012232244338118,-0.10000422423960358,0.07281902480140054
Rubble_Dom,10,2342.0164999999997,3.2598333333332903,-26.60199999999986,9.932333333333341,7.997648439531603,0.010589330429126102,-0.031172562696078987,0.008344315725084542,87.5599465475,2.2422798615195787,-105.22053682,44.34328037456594,-0.26107155650962754,0.16706464329780712,-0.13084642359135987,0.11166384695873384
Rubble_Dom,12,2351.0073045,7.28198066514939,-4.466586666666444,7.073456699334673,7.991593552650732,0.01181130548373045,-0.03530543688579563,0.013515395040615835,119.17429181749999,13.868511905405734,-73.60619155,49.504330836836594,-0.04200738761481396,0.028918840485736605,-0.1683202430101874,0.04054390678633935
